0.99
0
0.81
0
1
0
0
1
0.08
0.14
0.01
0.02
0.03
0.02
0.02
0.02
0.09
0
0
0.37
0
0.98
1
0.53
0
0.45
1
1
0.46
0.65
1
0.95
0.91
0.95
1
0.91
